Source,Target,Weight
gene_3439,gene_11566,0.8938981847238322
gene_3439,gene_16246,0.8835884087457664
gene_3439,gene_16130,0.9060848797134652
gene_3439,gene_14503,0.8697565426673757
gene_3439,gene_2288,0.8567091673453677
gene_3439,gene_7116,0.8459495435339698
gene_3439,gene_16337,0.7359172621972329
gene_3439,gene_16131,0.8908334346859974
gene_3439,gene_6816,0.8482385858092348
gene_7421,gene_6733,0.9180598959016153
gene_7421,gene_16169,0.9104794339656951
gene_7421,gene_450,0.924040046826808
gene_7421,gene_3921,0.7284292784376946
gene_7421,gene_1858,0.9084760699010331
gene_7421,gene_16132,0.9210047591968793
gene_7421,gene_12808,0.9371205396530707
gene_7421,gene_1510,0.913285732760268
gene_7421,gene_16342,0.8431339694399186
gene_7421,gene_3461,0.7441471902260106
gene_7421,gene_11566,0.8935611657146044
gene_7421,gene_16246,0.8996576683162478
gene_7421,gene_16130,0.9096696224751931
gene_7421,gene_14503,0.9393188140128419
gene_7421,gene_2288,0.9165034059250464
gene_7421,gene_7116,0.8859117422721305
gene_7421,gene_16131,0.8888660076673299
gene_7421,gene_6816,0.8130085461183718
gene_6733,gene_16169,0.9047806049595832
gene_6733,gene_450,0.9009763449794137
gene_6733,gene_1858,0.9311448082855851
gene_6733,gene_16132,0.9153145053046039
gene_6733,gene_12808,0.9015902595280987
gene_6733,gene_1510,0.901244539032665
gene_6733,gene_16342,0.8401865607842569
gene_6733,gene_3461,0.7191347913313985
gene_6733,gene_11566,0.8801487430319397
gene_6733,gene_16246,0.8957966894035612
gene_6733,gene_16130,0.910383785718174
gene_6733,gene_14503,0.876887988413107
gene_6733,gene_2288,0.8771918085240188
gene_6733,gene_7116,0.8590345077544944
gene_6733,gene_16131,0.8908795646780635
gene_6733,gene_6816,0.847910152471013
gene_7964,gene_7896,0.8071680053383317
gene_7964,gene_6816,0.8004503514534649
gene_3737,gene_12995,0.8970472164408921
gene_3737,gene_203,0.8875091685371878
gene_3737,gene_13976,0.858257516063047
gene_3737,gene_16358,0.8831475555066864
gene_3737,gene_9626,0.9039988305436761
gene_3737,gene_12848,0.8950937249508338
gene_3737,gene_12847,0.8921448064723846
gene_16169,gene_450,0.9366879519442834
gene_16169,gene_3921,0.7042407092538162
gene_16169,gene_1858,0.8834842374104968
gene_16169,gene_16132,0.9483649855020375
gene_16169,gene_12808,0.901174374507753
gene_16169,gene_1510,0.9239159371707363
gene_16169,gene_16342,0.8843383530918669
gene_16169,gene_3461,0.7306115860601858
gene_16169,gene_11566,0.9352813429191579
gene_16169,gene_16246,0.8939938580726275
gene_16169,gene_16130,0.945165631538538
gene_16169,gene_14503,0.9141331366555909
gene_16169,gene_2288,0.8693785407788556
gene_16169,gene_7116,0.8960757767994932
gene_16169,gene_16131,0.9117818949060313
gene_16169,gene_6816,0.7898786361895194
gene_450,gene_3921,0.7038023650005384
gene_450,gene_1858,0.8954933942022336
gene_450,gene_16132,0.9530961568542714
gene_450,gene_12808,0.9043614428408892
gene_450,gene_1510,0.9339136393280284
gene_450,gene_16342,0.8569775736906331
gene_450,gene_3461,0.7255731814564104
gene_450,gene_11566,0.9415330990841302
gene_450,gene_16246,0.916117944979141
gene_450,gene_16130,0.9428209316930164
gene_450,gene_14503,0.9150620764935717
gene_450,gene_2288,0.8900780010135108
gene_450,gene_7116,0.9235234597185503
gene_450,gene_16131,0.928489060600752
gene_450,gene_6816,0.7895529327713748
gene_3921,gene_1858,0.7388955119549846
gene_3921,gene_7896,0.7740693401528466
gene_3921,gene_16342,0.8278882846372336
gene_3921,gene_3461,0.9479048522436211
gene_3921,gene_7965,0.9186596257227765
gene_3921,gene_16130,0.704196849395712
gene_3921,gene_11059,0.8920590631928831
gene_3921,gene_5829,0.725580518286059
gene_3921,gene_16337,0.9238431402159223
gene_3921,gene_6816,0.7888043926628835
gene_1858,gene_16132,0.9031045450709305
gene_1858,gene_12808,0.8903765166649892
gene_1858,gene_1510,0.8921622804077322
gene_1858,gene_16342,0.8602280227868937
gene_1858,gene_3461,0.7691840010688291
gene_1858,gene_11566,0.869826730954111
gene_1858,gene_16246,0.873524642719107
gene_1858,gene_16130,0.9051700492152712
gene_1858,gene_14503,0.8644814386069768
gene_1858,gene_2288,0.8556333715698974
gene_1858,gene_7116,0.8366058908855736
gene_1858,gene_16337,0.7185561954822441
gene_1858,gene_16131,0.8742540378856505
gene_1858,gene_6816,0.8540206658454763
gene_3523,gene_2037,0.8811437816872663
gene_3523,gene_5829,0.7781334639991724
gene_3523,gene_7238,0.8783033827469473
gene_3523,gene_7560,0.8645635751484085
gene_16132,gene_12808,0.9101491736290529
gene_16132,gene_1510,0.9269223569500551
gene_16132,gene_16342,0.8626872280596835
gene_16132,gene_3461,0.7193379012442414
gene_16132,gene_11566,0.9392053008229201
gene_16132,gene_16246,0.9126953689111772
gene_16132,gene_16130,0.9732063461321002
gene_16132,gene_14503,0.9127673076790468
gene_16132,gene_2288,0.8888349644235712
gene_16132,gene_7116,0.9062582859724044
gene_16132,gene_16131,0.9299941009029578
gene_16132,gene_6816,0.8016126521839295
gene_12995,gene_203,0.8525211447961932
gene_12995,gene_13976,0.8607153155690507
gene_12995,gene_16358,0.8825454912045193
gene_12995,gene_9626,0.8793365189652935
gene_12995,gene_12848,0.8841742892104356
gene_12995,gene_12847,0.8811693171042231
gene_7896,gene_3461,0.775927462815598
gene_7896,gene_7965,0.832148256674866
gene_7896,gene_11059,0.7192876051856701
gene_7896,gene_16337,0.7535060943180353
gene_7896,gene_6816,0.7670895059862004
gene_12808,gene_1510,0.9001070364926635
gene_12808,gene_16342,0.8326497073533586
gene_12808,gene_11566,0.8815953336072705
gene_12808,gene_16246,0.8864430251867932
gene_12808,gene_16130,0.8954090080490378
gene_12808,gene_14503,0.9380172183021559
gene_12808,gene_2288,0.92435579789227
gene_12808,gene_7116,0.8570966637978483
gene_12808,gene_16131,0.8835930583275109
gene_12808,gene_6816,0.7885974070031827
gene_203,gene_13976,0.8583458192711355
gene_203,gene_16358,0.8850831903919733
gene_203,gene_9626,0.8803494720060222
gene_203,gene_12848,0.8553406561861128
gene_203,gene_12847,0.8517777096748935
gene_2037,gene_5829,0.8542272309921677
gene_2037,gene_7238,0.8707032538240436
gene_2037,gene_7560,0.9084911254886608
gene_1510,gene_16342,0.8513402243983066
gene_1510,gene_3461,0.7157454842424807
gene_1510,gene_11566,0.913692735131797
gene_1510,gene_16246,0.9002298094164788
gene_1510,gene_16130,0.9166577901490482
gene_1510,gene_14503,0.9010225567860801
gene_1510,gene_2288,0.8845253984398628
gene_1510,gene_7116,0.9045457512801403
gene_1510,gene_16131,0.8883782928108704
gene_1510,gene_6816,0.7965757226687914
gene_15896,gene_11903,0.9057033223889946
gene_15896,gene_15894,0.8701717899344695
gene_15896,gene_11550,0.8232107614660268
gene_11903,gene_15894,0.8580130950669896
gene_11903,gene_11550,0.7850204479836211
gene_16342,gene_3461,0.8490049034068611
gene_16342,gene_7965,0.7743056717876824
gene_16342,gene_11566,0.861091105827632
gene_16342,gene_16246,0.8122091051935985
gene_16342,gene_16130,0.8656324555706693
gene_16342,gene_14503,0.8182548361716432
gene_16342,gene_2288,0.7564279876658964
gene_16342,gene_7116,0.7925229911616816
gene_16342,gene_11059,0.7143535207804593
gene_16342,gene_16337,0.8207348010927848
gene_16342,gene_16131,0.8315959327908575
gene_16342,gene_6816,0.8084771838739119
gene_13976,gene_16358,0.8791034442718098
gene_13976,gene_9626,0.847124424542868
gene_13976,gene_12848,0.8419456037098415
gene_13976,gene_12847,0.84285697970925
gene_3461,gene_7965,0.9312564440270471
gene_3461,gene_11566,0.7066125782251582
gene_3461,gene_16130,0.7273214587954769
gene_3461,gene_11059,0.88531042900064
gene_3461,gene_5829,0.7033507060581132
gene_3461,gene_16337,0.9407290910143841
gene_3461,gene_6816,0.809297494908843
gene_7965,gene_11059,0.8950490964804119
gene_7965,gene_5829,0.7546316717329137
gene_7965,gene_16337,0.9294153567961618
gene_7965,gene_6816,0.7768480097293886
gene_11566,gene_16246,0.8912444298496199
gene_11566,gene_16130,0.9300727167822063
gene_11566,gene_14503,0.8948082682404931
gene_11566,gene_2288,0.8542017425213375
gene_11566,gene_7116,0.9075766849137145
gene_11566,gene_16131,0.9043434524793398
gene_11566,gene_6816,0.754410229342139
gene_16246,gene_16130,0.89530326129775
gene_16246,gene_14503,0.8820973916767706
gene_16246,gene_2288,0.8571418305374399
gene_16246,gene_7116,0.8867775999529728
gene_16246,gene_16131,0.8812185842871327
gene_16246,gene_6816,0.7634608150644593
gene_16130,gene_14503,0.895847514295582
gene_16130,gene_2288,0.8697085774516666
gene_16130,gene_7116,0.8887146271720836
gene_16130,gene_16131,0.9300953020791904
gene_16130,gene_6816,0.7982883605420398
gene_16358,gene_9626,0.8827439169526903
gene_16358,gene_12848,0.8629720073193804
gene_16358,gene_12847,0.8616837024072487
gene_14503,gene_2288,0.9093387086218543
gene_14503,gene_7116,0.8770044118424277
gene_14503,gene_16131,0.8787184440313354
gene_14503,gene_6816,0.7549045151375434
gene_2288,gene_7116,0.8581848556801043
gene_2288,gene_16131,0.8647245787712463
gene_2288,gene_6816,0.7204164105666501
gene_9626,gene_12848,0.8818747217622414
gene_9626,gene_12847,0.8844830159941176
gene_15894,gene_11550,0.7911607976319267
gene_7116,gene_16131,0.8758285779962702
gene_11059,gene_5829,0.8575466194745744
gene_11059,gene_16337,0.9004874129847438
gene_5829,gene_16337,0.7562635072083181
gene_5829,gene_7238,0.7769334916354323
gene_5829,gene_7560,0.8186633167245608
gene_16337,gene_6816,0.7681402862935637
gene_16131,gene_6816,0.7755766869262853
gene_12848,gene_12847,0.9839559611780588
gene_7238,gene_7560,0.8610120266162732
